seq	start	end	strand	nTSSs	nTAGs	tsrPeak	tsrWdth	tsrTrq	tsrSI	tsrMSI	featureID
scaffold_0024	29479	29491	-	3	47	0.49	13	-4.23	0.62	0.13	NA
scaffold_0024	29573	29573	-	1	20	1	1	0	2	1	PDEC.223.1.P00240017
scaffold_0024	29671	29709	-	9	333	0.22	39	1.75	-0.88	0.09	PDEC.223.1.P00240017
scaffold_0024	31112	31120	-	3	216	0.52	9	0.74	0.57	0.1	PDEC.223.1.P00240018
scaffold_0024	37780	37780	-	1	64	1	1	0	2	1	PDEC.223.1.P00240022
scaffold_0024	48877	48877	-	1	19	1	1	0	2	1	PDEC.223.1.P00240030
scaffold_0024	57496	57496	-	1	6	1	1	0	2	1	NA
scaffold_0024	60514	60514	-	1	5	1	1	0	2	1	NA
scaffold_0024	61277	61277	-	1	5	1	1	0	2	1	NA
scaffold_0024	61572	61572	-	1	15	1	1	0	2	1	NA
scaffold_0024	62428	62429	-	2	13	0.54	2	0.04	1	0	NA
scaffold_0024	62814	62814	-	1	9	1	1	0	2	1	NA
scaffold_0024	62873	62892	-	3	49	0.67	20	6.6	0.77	0.22	NA
scaffold_0024	63014	63014	-	1	9	1	1	0	2	1	NA
scaffold_0024	63339	63349	-	2	14	0.57	11	-0.71	1.01	0.01	PDEC.223.1.P00240039
scaffold_0024	65466	65466	-	1	14	1	1	0	2	1	PDEC.223.1.P00240040
scaffold_0024	78214	78225	-	2	16	0.62	12	-1.38	1.05	0.05	PDEC.223.1.P00240049
scaffold_0024	119299	119299	-	1	5	1	1	0	2	1	NA
scaffold_0024	168990	168990	-	1	15	1	1	0	2	1	PDEC.223.1.P00240102
scaffold_0024	181282	181282	-	1	22	1	1	0	2	1	PDEC.223.1.P00240108
scaffold_0024	187127	187142	-	4	151	0.69	16	1	0.66	0.33	PDEC.223.1.P00240112
scaffold_0024	194869	194869	-	1	12	1	1	0	2	1	PDEC.223.1.P00240117
scaffold_0024	318759	318759	-	1	5	1	1	0	2	1	PDEC.223.1.P00240188
scaffold_0024	318812	318812	-	1	56	1	1	0	2	1	PDEC.223.1.P00240188
scaffold_0025	45208	45208	+	1	13	1	1	0	2	1	PDEC.223.1.P00250025
scaffold_0025	45733	45733	+	1	5	1	1	0	2	1	PDEC.223.1.P00250026
scaffold_0025	58069	58069	+	1	6	1	1	0	2	1	NA
scaffold_0025	70191	70191	+	1	7	1	1	0	2	1	PDEC.223.1.P00250039
scaffold_0025	103668	103668	+	1	5	1	1	0	2	1	NA
scaffold_0025	103911	103911	+	1	21	1	1	0	2	1	NA
scaffold_0025	105552	105584	+	4	71	0.62	33	-5.3	0.52	0.26	PDEC.223.1.P00250053
scaffold_0025	109470	109470	+	1	42	1	1	0	2	1	PDEC.223.1.P00250054
scaffold_0025	123979	123979	+	1	6	1	1	0	2	1	PDEC.223.1.P00250062
scaffold_0025	125490	125495	+	2	101	0.82	6	-1.61	1.32	0.32	PDEC.223.1.P00250064
scaffold_0025	140173	140173	+	1	6	1	1	0	2	1	PDEC.223.1.P00250075
scaffold_0025	157751	157757	+	2	54	0.54	7	0.22	1	0	PDEC.223.1.P00250090
scaffold_0025	165434	165439	+	2	13	0.62	6	-0.58	1.04	0.04	PDEC.223.1.P00250094
scaffold_0025	173705	173705	+	1	14	1	1	0	2	1	NA
scaffold_0025	174171	174171	+	1	5	1	1	0	2	1	PDEC.223.1.P00250101
scaffold_0025	176122	176165	+	5	79	0.61	44	9.83	0.3	0.27	PDEC.223.1.P00250103
scaffold_0025	176360	176364	+	2	57	0.86	5	-1.44	1.41	0.41	NA
scaffold_0025	178125	178125	+	1	37	1	1	0	2	1	PDEC.223.1.P00250105
scaffold_0025	178232	178250	+	7	189	0.32	19	1.84	-0.35	0.16	PDEC.223.1.P00250105
scaffold_0025	178816	178820	+	2	137	0.71	5	-0.83	1.13	0.13	PDEC.223.1.P00250106
scaffold_0025	194275	194275	+	1	5	1	1	0	2	1	PDEC.223.1.P00250115
scaffold_0025	194846	194846	+	1	17	1	1	0	2	1	NA
scaffold_0025	218710	218728	+	2	21	0.76	19	4.71	1.21	0.21	PDEC.223.1.P00250132
scaffold_0025	233967	233967	+	1	11	1	1	0	2	1	NA
scaffold_0025	283243	283271	+	5	79	0.27	29	-2.86	-0.27	0.02	PDEC.223.1.P00250171
scaffold_0025	284164	284164	+	1	8	1	1	0	2	1	NA
scaffold_0025	289416	289416	+	1	8	1	1	0	2	1	PDEC.223.1.P00250176
scaffold_0025	291392	291392	+	1	5	1	1	0	2	1	NA
scaffold_0025	292309	292309	+	1	6	1	1	0	2	1	PDEC.223.1.P00250177
scaffold_0025	43542	43582	-	4	65	0.42	41	1.14	0.21	0.11	PDEC.223.1.P00250021
scaffold_0025	61453	61453	-	1	31	1	1	0	2	1	PDEC.223.1.P00250032
scaffold_0025	62903	62914	-	3	105	0.73	12	-4.76	0.98	0.36	PDEC.223.1.P00250033
scaffold_0025	86390	86392	-	2	32	0.84	3	-0.69	1.37	0.37	PDEC.223.1.P00250044
scaffold_0025	121916	121916	-	1	25	1	1	0	2	1	PDEC.223.1.P00250060
scaffold_0025	148695	148695	-	1	22	1	1	0	2	1	NA
scaffold_0025	149012	149022	-	3	26	0.58	11	1.69	0.6	0.11	PDEC.223.1.P00250084
scaffold_0025	149079	149091	-	3	18	0.39	13	1.11	0.43	0.01	PDEC.223.1.P00250084
scaffold_0025	150537	150537	-	1	19	1	1	0	2	1	PDEC.223.1.P00250085
scaffold_0025	183188	183188	-	1	6	1	1	0	2	1	NA
scaffold_0025	192560	192560	-	1	30	1	1	0	2	1	NA
scaffold_0025	192929	192929	-	1	14	1	1	0	2	1	NA
scaffold_0025	193094	193094	-	1	5	1	1	0	2	1	NA
scaffold_0025	216486	216486	-	1	5	1	1	0	2	1	NA
scaffold_0025	229721	229750	-	2	32	0.81	30	9.06	1.3	0.3	PDEC.223.1.P00250141
scaffold_0025	241178	241195	-	3	217	0.72	18	-6.67	1.03	0.39	PDEC.223.1.P00250147
scaffold_0025	282007	282010	-	2	67	0.52	4	-0.07	1	0	PDEC.223.1.P00250169
scaffold_0025	298552	298552	-	1	6	1	1	0	2	1	PDEC.223.1.P00250179
scaffold_0025	298672	298683	-	4	2338	0.96	12	4.34	1.71	0.86	PDEC.223.1.P00250179
scaffold_0026	81070	81086	+	6	482	0.67	17	-5.46	0.39	0.38	PDEC.223.1.P00260039
scaffold_0026	81149	81149	+	1	8	1	1	0	2	1	PDEC.223.1.P00260039
scaffold_0026	81274	81274	+	1	5	1	1	0	2	1	NA
scaffold_0026	82603	82603	+	1	7	1	1	0	2	1	NA
scaffold_0026	84668	84668	+	1	38	1	1	0	2	1	PDEC.223.1.P00260041
scaffold_0026	85160	85160	+	1	6	1	1	0	2	1	NA
scaffold_0026	99723	99728	+	2	17	0.59	6	-0.44	1.02	0.02	PDEC.223.1.P00260051
scaffold_0026	137090	137090	+	1	5	1	1	0	2	1	PDEC.223.1.P00260071
scaffold_0026	141925	141925	+	1	10	1	1	0	2	1	PDEC.223.1.P00260074
scaffold_0026	143140	143146	+	2	45	0.89	7	-2.33	1.5	0.5	NA
scaffold_0026	146828	146828	+	1	5	1	1	0	2	1	NA
scaffold_0026	157030	157033	+	2	17	0.53	4	-0.09	1	0	NA
scaffold_0026	183075	183075	+	1	5	1	1	0	2	1	PDEC.223.1.P00260086
scaffold_0026	184032	184032	+	1	5	1	1	0	2	1	NA
scaffold_0026	292648	292658	+	3	21	0.48	11	0.9	0.48	0.04	PDEC.223.1.P00260154
scaffold_0026	92074	92074	-	1	27	1	1	0	2	1	PDEC.223.1.P00260046
scaffold_0026	93590	93590	-	1	9	1	1	0	2	1	PDEC.223.1.P00260048
scaffold_0026	127639	127639	-	1	24	1	1	0	2	1	PDEC.223.1.P00260067
scaffold_0026	131797	131797	-	1	6	1	1	0	2	1	NA
scaffold_0026	158387	158387	-	1	10	1	1	0	2	1	PDEC.223.1.P00260079
scaffold_0026	194626	194626	-	1	9	1	1	0	2	1	NA
scaffold_0026	198625	198625	-	1	5	1	1	0	2	1	PDEC.223.1.P00260087
scaffold_0026	216227	216230	-	2	12	0.58	4	0.25	1.02	0.02	PDEC.223.1.P00260097
scaffold_0026	299592	299592	-	1	433	1	1	0	2	1	PDEC.223.1.P00260156
scaffold_0026	301929	301931	-	2	137	0.91	3	-0.81	1.55	0.55	PDEC.223.1.P00260158
scaffold_0027	18718	18728	+	3	18	0.39	11	-0.89	0.43	0.01	PDEC.223.1.P00270007
scaffold_0027	19115	19115	+	1	6	1	1	0	2	1	NA
scaffold_0027	20165	20165	+	1	17	1	1	0	2	1	PDEC.223.1.P00270008
scaffold_0027	68599	68599	+	1	6	1	1	0	2	1	NA
scaffold_0027	83918	83925	+	4	116	0.52	8	1.64	0.35	0.18	PDEC.223.1.P00270029
scaffold_0027	107938	107952	+	3	69	0.68	15	3.41	0.81	0.25	PDEC.223.1.P00270046
scaffold_0027	108138	108138	+	1	7	1	1	0	2	1	NA
scaffold_0027	117016	117020	+	3	168	0.93	5	0.9	1.56	0.72	PDEC.223.1.P00270051
scaffold_0027	146626	146626	+	1	5	1	1	0	2	1	NA
scaffold_0027	195197	195197	+	1	6	1	1	0	2	1	PDEC.223.1.P00270085
scaffold_0027	221950	221950	+	1	8	1	1	0	2	1	PDEC.223.1.P00270105
scaffold_0027	224385	224385	+	1	42	1	1	0	2	1	PDEC.223.1.P00270108
scaffold_0027	224584	224584	+	1	18	1	1	0	2	1	NA
scaffold_0027	226049	226049	+	1	5	1	1	0	2	1	NA
scaffold_0027	233246	233273	+	4	170	0.5	28	3.99	0.43	0.21	PDEC.223.1.P00270113
scaffold_0027	237570	237570	+	1	5	1	1	0	2	1	PDEC.223.1.P00270117
scaffold_0027	253736	253767	+	3	32	0.38	32	1.28	0.43	0.01	PDEC.223.1.P00270130
scaffold_0027	261766	261766	+	1	98	1	1	0	2	1	PDEC.223.1.P00270135
scaffold_0027	6151	6151	-	1	11	1	1	0	2	1	PDEC.223.1.P00270003
scaffold_0027	93572	93572	-	1	5	1	1	0	2	1	NA
scaffold_0027	97010	97010	-	1	6	1	1	0	2	1	NA
scaffold_0027	97436	97436	-	1	10	1	1	0	2	1	PDEC.223.1.P00270035
scaffold_0027	109362	109362	-	1	5	1	1	0	2	1	PDEC.223.1.P00270047
scaffold_0027	110138	110153	-	4	67	0.42	16	1.19	0.27	0.13	PDEC.223.1.P00270048
scaffold_0027	193148	193151	-	2	199	0.67	4	-0.51	1.08	0.08	PDEC.223.1.P00270083
scaffold_0027	204748	204776	-	2	17	0.65	29	-4.12	1.06	0.06	NA
scaffold_0027	204957	205038	-	6	83	0.4	82	-0.61	-0.28	0.12	NA
scaffold_0027	206170	206170	-	1	5	1	1	0	2	1	PDEC.223.1.P00270089
scaffold_0027	209737	209737	-	1	5	1	1	0	2	1	PDEC.223.1.P00270093
scaffold_0027	250889	250889	-	1	13	1	1	0	2	1	PDEC.223.1.P00270127
scaffold_0027	264393	264393	-	1	10	1	1	0	2	1	NA
scaffold_0027	284093	284098	-	3	313	0.82	6	0.76	1.23	0.52	PDEC.223.1.P00270150
scaffold_0027	290285	290285	-	1	15	1	1	0	2	1	PDEC.223.1.P00270154
scaffold_0027	292092	292092	-	1	26	1	1	0	2	1	PDEC.223.1.P00270155
scaffold_0028	25159	25159	+	1	6	1	1	0	2	1	NA
scaffold_0028	69426	69426	+	1	17	1	1	0	2	1	PDEC.223.1.P00280037
scaffold_0028	157823	157823	+	1	19	1	1	0	2	1	PDEC.223.1.P00280094
scaffold_0028	163284	163284	+	1	9	1	1	0	2	1	PDEC.223.1.P00280098
scaffold_0028	199868	199868	+	1	96	1	1	0	2	1	PDEC.223.1.P00280116
scaffold_0028	215621	215630	+	2	96	0.95	10	4.03	1.7	0.7	PDEC.223.1.P00280128
scaffold_0028	219351	219351	+	1	5	1	1	0	2	1	NA
scaffold_0028	234545	234545	+	1	40	1	1	0	2	1	NA
scaffold_0028	242227	242227	+	1	25	1	1	0	2	1	PDEC.223.1.P00280144
scaffold_0028	261257	261257	+	1	125	1	1	0	2	1	PDEC.223.1.P00280160
scaffold_0028	275070	275070	+	1	5	1	1	0	2	1	PDEC.223.1.P00280167
scaffold_0028	291456	291456	+	1	10	1	1	0	2	1	PDEC.223.1.P00280178
scaffold_0028	291580	291580	+	1	6	1	1	0	2	1	PDEC.223.1.P00280178
scaffold_0028	292020	292020	+	1	5	1	1	0	2	1	NA
scaffold_0028	292069	292069	+	1	6	1	1	0	2	1	NA
scaffold_0028	292408	292408	+	1	5	1	1	0	2	1	PDEC.223.1.P00280179
scaffold_0028	293069	293069	+	1	5	1	1	0	2	1	NA
scaffold_0028	302358	302361	+	2	91	0.79	4	0.87	1.26	0.26	NA
scaffold_0028	302424	302424	+	1	8	1	1	0	2	1	NA
scaffold_0028	56206	56206	-	1	7	1	1	0	2	1	PDEC.223.1.P00280031
scaffold_0028	56260	56302	-	7	509	0.65	43	-10.53	0.33	0.41	PDEC.223.1.P00280031
scaffold_0028	76120	76120	-	1	14	1	1	0	2	1	NA
scaffold_0028	78022	78022	-	1	22	1	1	0	2	1	PDEC.223.1.P00280042
scaffold_0028	81717	81723	-	2	31	0.65	7	0.87	1.06	0.06	PDEC.223.1.P00280044
scaffold_0028	89978	89978	-	1	8	1	1	0	2	1	PDEC.223.1.P00280049
scaffold_0028	106281	106281	-	1	5	1	1	0	2	1	NA
scaffold_0028	108417	108417	-	1	20	1	1	0	2	1	NA
scaffold_0028	108815	108815	-	1	6	1	1	0	2	1	NA
scaffold_0028	108995	109010	-	2	49	0.53	16	0.46	1	0	PDEC.223.1.P00280062
scaffold_0028	116977	116977	-	1	6	1	1	0	2	1	NA
scaffold_0028	148118	148138	-	4	287	0.84	21	2.24	1.12	0.56	PDEC.223.1.P00280090
scaffold_0028	203711	203711	-	1	10	1	1	0	2	1	PDEC.223.1.P00280119
scaffold_0028	250527	250544	-	3	69	0.74	18	4.53	0.91	0.31	PDEC.223.1.P00280151
scaffold_0028	250699	250699	-	1	5	1	1	0	2	1	NA
scaffold_0028	258738	258738	-	1	7	1	1	0	2	1	NA
scaffold_0028	268235	268244	-	2	13	0.54	10	0.35	1	0	PDEC.223.1.P00280161
scaffold_0028	274100	274100	-	1	6	1	1	0	2	1	NA
scaffold_0028	278320	278329	-	3	152	0.92	10	3.95	1.52	0.7	PDEC.223.1.P00280168
scaffold_0028	288369	288389	-	3	58	0.45	21	0.34	0.48	0.04	PDEC.223.1.P00280175
scaffold_0028	312254	312271	-	4	135	0.7	18	-0.47	0.68	0.34	NA
scaffold_0029	1704	1708	+	2	62	0.92	5	1.68	1.6	0.6	PDEC.223.1.P00290001
scaffold_0029	37178	37178	+	1	18	1	1	0	2	1	PDEC.223.1.P00290024
scaffold_0029	54000	54005	+	2	12	0.5	6	0	1	0	PDEC.223.1.P00290035
scaffold_0029	56086	56086	+	1	15	1	1	0	2	1	NA
scaffold_0029	56198	56198	+	1	5	1	1	0	2	1	NA
scaffold_0029	105274	105277	+	2	34	0.82	4	-0.97	1.33	0.33	NA
scaffold_0029	106546	106552	+	4	173	0.65	7	0.08	0.73	0.37	PDEC.223.1.P00290053
scaffold_0029	115988	115988	+	1	18	1	1	0	2	1	PDEC.223.1.P00290058
scaffold_0029	126810	126826	+	6	152	0.71	17	1.64	0.51	0.42	PDEC.223.1.P00290065
scaffold_0029	128854	128856	+	2	46	0.52	3	-0.04	1	0	PDEC.223.1.P00290066
scaffold_0029	129855	129855	+	1	6	1	1	0	2	1	NA
scaffold_0029	147742	147855	+	12	349	0.49	114	-29.41	-0.66	0.26	PDEC.223.1.P00290080
scaffold_0029	147960	147960	+	1	5	1	1	0	2	1	NA
scaffold_0029	179682	179693	+	4	49	0.47	12	0.72	0.19	0.09	PDEC.223.1.P00290097
scaffold_0029	233284	233284	+	1	71	1	1	0	2	1	PDEC.223.1.P00290134
scaffold_0029	233564	233564	+	1	6	1	1	0	2	1	NA
scaffold_0029	315072	315095	+	4	72	0.54	24	-3.67	0.36	0.18	NA
scaffold_0029	431	431	-	1	5	1	1	0	2	1	NA
scaffold_0029	502	502	-	1	11	1	1	0	2	1	NA
scaffold_0029	15581	15583	-	2	10	0.5	3	0	1	0	PDEC.223.1.P00290010
scaffold_0029	16118	16118	-	1	6	1	1	0	2	1	PDEC.223.1.P00290011
scaffold_0029	27303	27317	-	4	101	0.5	15	-0.52	0.39	0.19	PDEC.223.1.P00290018
scaffold_0029	58547	58547	-	1	27	1	1	0	2	1	PDEC.223.1.P00290037
scaffold_0029	60482	60482	-	1	5	1	1	0	2	1	PDEC.223.1.P00290038
scaffold_0029	76905	76905	-	1	11	1	1	0	2	1	NA
scaffold_0029	78886	78886	-	1	11	1	1	0	2	1	NA
scaffold_0029	79648	79648	-	1	7	1	1	0	2	1	NA
scaffold_0029	82517	82517	-	1	13	1	1	0	2	1	NA
scaffold_0029	83942	83942	-	1	5	1	1	0	2	1	NA
scaffold_0029	85428	85428	-	1	16	1	1	0	2	1	NA
scaffold_0029	85558	85577	-	2	32	0.66	20	2.97	1.07	0.07	NA
scaffold_0029	85658	85693	-	2	26	0.77	36	9.42	1.22	0.22	NA
scaffold_0029	162470	162474	-	2	11	0.55	5	0.18	1.01	0.01	NA
scaffold_0029	187122	187146	-	3	56	0.61	25	-6.21	0.73	0.2	PDEC.223.1.P00290101
scaffold_0029	188712	188720	-	2	30	0.8	9	2.4	1.28	0.28	PDEC.223.1.P00290102
scaffold_0029	199250	199263	-	4	91	0.67	14	0.71	0.65	0.33	PDEC.223.1.P00290110
scaffold_0029	205158	205158	-	1	9	1	1	0	2	1	PDEC.223.1.P00290115
scaffold_0029	216524	216524	-	1	5	1	1	0	2	1	NA
scaffold_0029	245415	245421	-	3	156	0.53	7	1.14	0.54	0.08	PDEC.223.1.P00290142
scaffold_0029	286160	286160	-	1	29	1	1	0	2	1	PDEC.223.1.P00290162
scaffold_0029	288700	288700	-	1	7	1	1	0	2	1	NA
scaffold_0029	289584	289593	-	2	10	0.5	10	0	1	0	PDEC.223.1.P00290165
scaffold_0030	6834	6848	+	2	82	0.88	15	5.29	1.47	0.47	PDEC.223.1.P00300003
scaffold_0030	36042	36053	+	2	10	0.5	12	0	1	0	PDEC.223.1.P00300027
scaffold_0030	36111	36111	+	1	11	1	1	0	2	1	PDEC.223.1.P00300027
scaffold_0030	57672	57676	+	2	19	0.74	5	-0.95	1.17	0.17	PDEC.223.1.P00300035
scaffold_0030	65574	65584	+	3	158	0.88	11	3.92	1.37	0.6	PDEC.223.1.P00300042
scaffold_0030	65633	65633	+	1	5	1	1	0	2	1	PDEC.223.1.P00300042
scaffold_0030	77651	77651	+	1	5	1	1	0	2	1	PDEC.223.1.P00300048
scaffold_0030	85754	85852	+	33	9636	0.6	99	-32.95	-0.24	0.56	PDEC.223.1.P00300057
scaffold_0030	85909	85909	+	1	8	1	1	0	2	1	PDEC.223.1.P00300057
scaffold_0030	85985	86032	+	8	130	0.46	48	-15	-0.41	0.2	NA
scaffold_0030	86090	86093	+	2	111	0.58	4	-0.23	1.02	0.02	NA
scaffold_0030	86139	86139	+	1	7	1	1	0	2	1	NA
scaffold_0030	88621	88640	+	6	287	0.68	20	-2.87	0.46	0.41	PDEC.223.1.P00300059
scaffold_0030	89793	89808	+	3	30	0.47	16	-1.17	0.53	0.07	PDEC.223.1.P00300060
scaffold_0030	89980	89980	+	1	5	1	1	0	2	1	NA
scaffold_0030	90245	90245	+	1	7	1	1	0	2	1	NA
scaffold_0030	95567	95567	+	1	5	1	1	0	2	1	NA
scaffold_0030	104277	104277	+	1	7	1	1	0	2	1	NA
scaffold_0030	105639	105642	+	2	44	0.77	4	-0.82	1.23	0.23	PDEC.223.1.P00300066
scaffold_0030	105701	105701	+	1	9	1	1	0	2	1	PDEC.223.1.P00300066
scaffold_0030	105953	105953	+	1	12	1	1	0	2	1	NA
scaffold_0030	105993	105993	+	1	5	1	1	0	2	1	NA
scaffold_0030	108599	108611	+	3	125	0.56	13	1.74	0.59	0.11	PDEC.223.1.P00300070
scaffold_0030	108666	108669	+	3	58	0.83	4	-0.41	1.16	0.47	PDEC.223.1.P00300070
scaffold_0030	108794	108794	+	1	5	1	1	0	2	1	NA
scaffold_0030	111009	111015	+	2	10	0.5	7	0	1	0	NA
scaffold_0030	138262	138262	+	1	13	1	1	0	2	1	PDEC.223.1.P00300090
scaffold_0030	151101	151101	+	1	44	1	1	0	2	1	PDEC.223.1.P00300099
scaffold_0030	152243	152243	+	1	17	1	1	0	2	1	PDEC.223.1.P00300100
scaffold_0030	157130	157136	+	2	35	0.86	7	2.14	1.41	0.41	PDEC.223.1.P00300104
scaffold_0030	159341	159341	+	1	13	1	1	0	2	1	PDEC.223.1.P00300105
scaffold_0030	161878	161878	+	1	41	1	1	0	2	1	PDEC.223.1.P00300106
scaffold_0030	186169	186169	+	1	45	1	1	0	2	1	PDEC.223.1.P00300121
scaffold_0030	217270	217270	+	1	7	1	1	0	2	1	PDEC.223.1.P00300140
scaffold_0030	217376	217376	+	1	11	1	1	0	2	1	NA
scaffold_0030	217532	217547	+	2	12	0.5	16	0	1	0	NA
scaffold_0030	217682	217685	+	2	17	0.65	4	-0.44	1.06	0.06	NA
scaffold_0030	218667	218667	+	1	6	1	1	0	2	1	PDEC.223.1.P00300142
scaffold_0030	219793	219793	+	1	14	1	1	0	2	1	NA
scaffold_0030	221748	221748	+	1	16	1	1	0	2	1	PDEC.223.1.P00300144
scaffold_0030	258949	258959	+	3	192	0.72	11	-2.57	1.03	0.39	PDEC.223.1.P00300163
scaffold_0030	259125	259125	+	1	10	1	1	0	2	1	NA
scaffold_0030	259177	259177	+	1	6	1	1	0	2	1	NA
scaffold_0030	285246	285246	+	1	12	1	1	0	2	1	PDEC.223.1.P00300179
scaffold_0030	285561	285561	+	1	5	1	1	0	2	1	NA
scaffold_0030	286688	286693	+	2	53	0.77	6	1.37	1.23	0.23	PDEC.223.1.P00300180
scaffold_0030	291747	291751	+	2	34	0.68	5	0.71	1.09	0.09	PDEC.223.1.P00300184
scaffold_0030	302150	302152	+	2	35	0.83	3	-0.66	1.34	0.34	PDEC.223.1.P00300191
scaffold_0030	303380	303392	+	4	165	0.62	13	0.87	0.68	0.34	PDEC.223.1.P00300192
scaffold_0030	5655	5655	-	1	6	1	1	0	2	1	NA
scaffold_0030	6642	6642	-	1	15	1	1	0	2	1	PDEC.223.1.P00300002
scaffold_0030	11228	11228	-	1	12	1	1	0	2	1	NA
scaffold_0030	11425	11431	-	3	46	0.46	7	-1.43	0.61	0.12	PDEC.223.1.P00300007
scaffold_0030	37976	37976	-	1	6	1	1	0	2	1	NA
scaffold_0030	40687	40687	-	1	6	1	1	0	2	1	PDEC.223.1.P00300028
scaffold_0030	44567	44567	-	1	5	1	1	0	2	1	PDEC.223.1.P00300029
scaffold_0030	60377	60380	-	2	35	0.8	4	-0.9	1.28	0.28	PDEC.223.1.P00300036
scaffold_0030	73451	73451	-	1	7	1	1	0	2	1	NA
scaffold_0030	103446	103454	-	2	14	0.64	9	1.14	1.06	0.06	NA
scaffold_0030	106897	106897	-	1	5	1	1	0	2	1	PDEC.223.1.P00300067
scaffold_0030	115676	115676	-	1	6	1	1	0	2	1	NA
scaffold_0030	115820	115820	-	1	5	1	1	0	2	1	NA
scaffold_0030	116006	116006	-	1	5	1	1	0	2	1	NA
scaffold_0030	116565	116565	-	1	5	1	1	0	2	1	PDEC.223.1.P00300075
scaffold_0030	116658	116661	-	2	370	0.68	4	0.55	1.1	0.1	PDEC.223.1.P00300075
scaffold_0030	125436	125448	-	3	166	0.93	13	4.7	1.58	0.74	PDEC.223.1.P00300082
scaffold_0030	128754	128754	-	1	6	1	1	0	2	1	NA
scaffold_0030	129515	129570	-	4	69	0.48	56	-0.44	0.26	0.13	PDEC.223.1.P00300085
scaffold_0030	133381	133381	-	1	5	1	1	0	2	1	NA
scaffold_0030	137007	137007	-	1	19	1	1	0	2	1	PDEC.223.1.P00300088
scaffold_0030	171967	171967	-	1	25	1	1	0	2	1	PDEC.223.1.P00300115
scaffold_0030	172645	172645	-	1	30	1	1	0	2	1	NA
scaffold_0030	185582	185582	-	1	5	1	1	0	2	1	PDEC.223.1.P00300120
scaffold_0030	192602	192602	-	1	7	1	1	0	2	1	NA
scaffold_0030	193149	193157	-	2	82	0.9	9	3.22	1.54	0.54	PDEC.223.1.P00300123
scaffold_0030	226252	226252	-	1	23	1	1	0	2	1	PDEC.223.1.P00300148
scaffold_0030	245044	245044	-	1	5	1	1	0	2	1	NA
scaffold_0030	245218	245222	-	2	32	0.69	5	0.75	1.1	0.1	NA
scaffold_0030	247066	247066	-	1	5	1	1	0	2	1	NA
scaffold_0030	248679	248679	-	1	5	1	1	0	2	1	NA
scaffold_0030	249532	249532	-	1	5	1	1	0	2	1	NA
scaffold_0030	296990	296990	-	1	75	1	1	0	2	1	PDEC.223.1.P00300187
scaffold_0031	38011	38012	+	2	16	0.62	2	0.12	1.05	0.05	PDEC.223.1.P00310023
scaffold_0031	78563	78563	+	1	5	1	1	0	2	1	PDEC.223.1.P00310041
scaffold_0031	94016	94016	+	1	6	1	1	0	2	1	PDEC.223.1.P00310052
scaffold_0031	112699	112699	+	1	27	1	1	0	2	1	PDEC.223.1.P00310064
scaffold_0031	114038	114038	+	1	78	1	1	0	2	1	PDEC.223.1.P00310065
scaffold_0031	114111	114111	+	1	6	1	1	0	2	1	PDEC.223.1.P00310065
scaffold_0031	133707	133728	+	3	240	0.85	22	7.6	1.24	0.52	PDEC.223.1.P00310075
scaffold_0031	166395	166395	+	1	28	1	1	0	2	1	NA
scaffold_0031	180260	180283	+	2	13	0.62	24	2.65	1.04	0.04	PDEC.223.1.P00310109
scaffold_0031	186845	186870	+	2	150	0.93	26	-10.67	1.62	0.62	PDEC.223.1.P00310114
scaffold_0031	225587	225587	+	1	5	1	1	0	2	1	PDEC.223.1.P00310134
scaffold_0031	228949	228949	+	1	6	1	1	0	2	1	NA
scaffold_0031	267194	267211	+	2	26	0.77	18	4.58	1.22	0.22	PDEC.223.1.P00310165
scaffold_0031	272664	272668	+	3	348	0.95	5	1.83	1.66	0.78	PDEC.223.1.P00310170
scaffold_0031	272953	272953	+	1	6	1	1	0	2	1	NA
scaffold_0031	37761	37765	-	2	11	0.55	5	-0.18	1.01	0.01	PDEC.223.1.P00310022
scaffold_0031	41645	41676	-	2	20	0.7	32	-6.2	1.12	0.12	PDEC.223.1.P00310026
scaffold_0031	76915	76915	-	1	45	1	1	0	2	1	PDEC.223.1.P00310039
scaffold_0031	80624	80624	-	1	6	1	1	0	2	1	PDEC.223.1.P00310042
scaffold_0031	104318	104318	-	1	9	1	1	0	2	1	PDEC.223.1.P00310060
scaffold_0031	116313	116315	-	2	121	0.56	3	-0.12	1.01	0.01	PDEC.223.1.P00310066
scaffold_0031	117271	117271	-	1	6	1	1	0	2	1	NA
scaffold_0031	117337	117337	-	1	5	1	1	0	2	1	NA
scaffold_0031	117627	117630	-	2	10	0.5	4	0	1	0	NA
scaffold_0031	119732	119734	-	2	102	0.93	3	0.86	1.64	0.64	PDEC.223.1.P00310069
scaffold_0031	136647	136647	-	1	5	1	1	0	2	1	PDEC.223.1.P00310077
scaffold_0031	150018	150022	-	2	71	0.69	5	0.76	1.11	0.11	PDEC.223.1.P00310087
scaffold_0031	153906	153914	-	4	160	0.61	9	0.31	0.44	0.22	PDEC.223.1.P00310091
scaffold_0031	162780	162780	-	1	28	1	1	0	2	1	NA
scaffold_0031	177834	177834	-	1	6	1	1	0	2	1	NA
scaffold_0031	179034	179034	-	1	5	1	1	0	2	1	PDEC.223.1.P00310106
scaffold_0031	179814	179814	-	1	15	1	1	0	2	1	PDEC.223.1.P00310107
